IndicatorCode,IndicatorName
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene
WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)"
WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years"
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population)
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population)
SDGHEPHBSAGPRV,Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%)
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%)
SDGIHR,Average of 13 International Health Regulations core capacity scores
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs
SDGODA,"Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient"
SDGSUICIDE,Crude suicide rates (per 100 000 population)
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population)
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene"
WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years"
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years"
WSH_WATER_BASIC,Population using at least basic drinking-water services (%)
W21_emissions_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions
W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%)
W11_outside_pack_B,Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale
W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?
W15_specific_hw_C,Does the law mandate specific health warnings on smokeless tobacco packaging?
WHS4_124,Children aged 6-59 months who received vitamin A supplementation (%)
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%)
WHS6_140,Number of community health workers
WHS6_520,Density of environment and public health workers (per 10 000 population)
WHS7_103,Private prepaid plans as a percentage of private expenditure on health
WHS7_120,External resources for health as a percentage of total expenditure on health
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health
SE_LSC_RDNG,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%)
SHS_10,Second-hand smoke attributable DALYs ('000) in children under 5 years
SHS_11,Second-hand smoke  attributable DALYs per 100'000 children under 5 years
SHS_5,Second-hand smoke attributable DALYs ('000)
SHS_7,Second-hand smoke attributable DALYs per 100'000 capita
W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling
W26_plainSPACEpackaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
TB_c_notified,Total number of notified TB cases
TB_c_ret_tsr,Treatment success rate: previously treated TB cases
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%)
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)"
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%)
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%)
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%)
TB_new_snuoth,TB new snuoth
TB_ret_oth,Retreatment cases: other
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed"
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive)
W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging
W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours
stunt3,Stunting prevalence in children aged < 3 years (%)
stunt5,Stunting prevalence in children aged < 5 years (%)
TB_1,Tuberculosis treatment coverage
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%)
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population)
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population)
TB_c_mdr_tx,Cases started on MDR-TB treatment
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases
TB_c_newinc,Tuberculosis - new and relapse cases
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)
WHS9_91,Civil registration coverage of births (%)
W-MM_Group,Anti-tobacco mass media campaigns
WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene"
WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene
WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene"
WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years"
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W8_princ_langs_B,Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps
WHOSIS_000001,Life expectancy at birth (years)
WHS9_96,Population living in urban areas (%)
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population)
WHS10_1,Most recent census (year)
WHS10_4,Number of national population surveys - child mortality
W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
W22_emissions_qual_A,Cigarette packaging and labelling must display qualitative information on relevant constituents and emissions
SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union by age 18 (%)
SUNBEDEXISTYEAR,Year of national implementation of regulation
SUNBEDREG_ACCESS,Access restrictions
SUNBEDREG_INFO,Information requirements
SUNBEDREG_TRAINING,Training requirements
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%)
TB_c_new_tsr,Treatment success rate: new TB cases
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases
TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases)
TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases
TB_e_prev_num,Number of prevalent tuberculosis cases
TB_mdr,Confirmed cases of MDR-TB
TB_new_ep,New cases: extrapulmonary
TB_new_labconf,"New or unknown treatment history cases: Pulmonary, bacteriologically confirmed"
TB_new_sn,New cases: pulmonary smear-negative
TB_ret_rel_ep,Relapse cases: extrapulmonary
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive)
W23_emissions_front_back_A,Cigarette packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas
W23_emissions_front_back_B,Other smoked tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas
W24_exp_date_B,Other smoked tobacco packaging and labelling must not display expiry dates
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package
W6_font_A,"Does the law mandate font style, font size and colour of health warnings on cigarette packaging?"
W7_rotation_A,Are the health warnings on cigarette packaging rotating?
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps
