IndicatorCode,IndicatorName,Language
W14_harm_effects_A,Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?,EN
W15_specific_hw_A,Does the law mandate specific health warnings on cigarette packaging?,EN
W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?,EN
WHS6_116,Median consumer price ratio of selected generic medicines - Private,EN
WHS6_144,Dentistry personnel density (per 10 000 population),EN
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),EN
WHS7_108,Per capita government expenditure on health (PPP int. $),EN
SE_LSC_MATH,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%),EN
SE_PRE_PARTN,Participation rate in organized learning (one year before the official primary entry age) (%),EN
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,EN
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,EN
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,EN
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,EN
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),EN
WHS9_86,Population (in thousands) total,EN
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,EN
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,EN
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,EN
W14_harm_effects_B,Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?,EN
W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?,EN
W16_number_hw_C,How many health warnings are approved by the law for smokeless tobacco packaging?,EN
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,EN
W16_number_hw_A,How many health warnings are approved by the law for cigarette packaging?,EN
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),EN
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,EN
WHS7_143,Total expenditure on health as a percentage of gross domestic product,EN
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,EN
WHS9_85,Literacy rate among adults aged >= 15 years (%),EN
WHS9_89,Population proportion under 15 (%),EN
WHS9_90,Population living on <$1 (PPP int. $) a day (%),EN
WHS9_92,Population proportion over 60 (%),EN
WHS9_93,Gross national income per capita (PPP int. $),EN
WHS4_99,Antiretroviral therapy coverage among HIV-infected pregnant women for PMTCT (%),EN
WHS6_100,Radiotherapy units (per 1 000 000 population),EN
WHS6_102,Hospital beds (per 10 000 population),EN
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),EN
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),EN
SUNBEDEXISTSUBNATIONAL,Existence of subnational regulation,EN
SUNBEDREG_CONTROL,Restriction and inspection of facilities,EN
WHS7_105,Per capita total expenditure on health (PPP int. $),EN
SH_STA_FGMS,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%),EN
SHS_1,Percentage of children under 15 years exposed to second-hand smoke,EN
SHS_8,Second-hand smoke attributable deaths ('000) in children under 5 years,EN
SHS_9,Second-hand smoke  attributable deaths per 100'000 children under 5 years,EN
SI_POV_EMP1,Employed population below the international poverty line of US$1.90 per day (the working poor) (%),EN
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),EN
SUNBEDEXIST,Existence of national regulation,EN
SUNBEDREG_SAFETY,Safety requirements,EN
WHS9_87,Net primary school enrolment ratio (%),EN
WHS9_88,Population median age (years),EN
WHS9_94,Civil registration coverage of causes of deaths (%),EN
WHS9_95,Total fertility rate (per woman),EN
WHS9_CS,Cellular subscribers (per 100 population),EN
WSH_1,SDG 3.9.2 WASH deaths,EN
WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,EN
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,EN
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,EN
WHS3_48,Malaria - number of reported confirmed cases,EN
WHS3_50,Yellow fever - number of reported cases,EN
WHS3_54,Number of reported cases of tuberculosis (DOTS),EN
WHS3_56,Neonatal tetanus - number of reported cases,EN
WHS3_57,Rubella - number of reported cases,EN
WHS3_62,Measles - number of reported cases,EN
WHS4_108,Children aged <5 years with ARI symptoms who took antibiotic treatment (%),EN
WHS4_115,Births by caesarean section (%),EN
VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL,Extent of implementation of medico-legal services for victims of sexual violence,EN
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS,Youth violence: Extent of implementation of life-skills and social development programmes,EN
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,EN
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,EN
W1_HW_law_A,Law mandates that health warnings appear on tobacco packages,EN
W10_graphic_A,Do the health warnings on cigarette packaging include a photograph or graphic?,EN
WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,EN
WSH_3,"Water, sanitation and hygiene attributable deaths per 100'000 capita",EN
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,EN
WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)",EN
WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",EN
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,EN
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),EN
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),EN
SDGHEPHBSAGPRV,Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),EN
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),EN
SDGIHR,Average of 13 International Health Regulations core capacity scores,EN
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,EN
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,EN
SDGODA,"Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient",EN
SDGSUICIDE,Crude suicide rates (per 100 000 population),EN
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),EN
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",EN
WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",EN
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,EN
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",EN
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),EN
W21_emissions_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN
W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates,EN
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,EN
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),EN
W11_outside_pack_B,Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?,EN
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,EN
W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry,EN
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,EN
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?,EN
W15_specific_hw_C,Does the law mandate specific health warnings on smokeless tobacco packaging?,EN
WHS4_124,Children aged 6-59 months who received vitamin A supplementation (%),EN
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),EN
WHS6_140,Number of community health workers,EN
WHS6_520,Density of environment and public health workers (per 10 000 population),EN
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,EN
WHS7_120,External resources for health as a percentage of total expenditure on health,EN
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,EN
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,EN
SE_LSC_RDNG,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%),EN
SHS_10,Second-hand smoke attributable DALYs ('000) in children under 5 years,EN
SHS_11,Second-hand smoke  attributable DALYs per 100'000 children under 5 years,EN
SHS_5,Second-hand smoke attributable DALYs ('000),EN
SHS_7,Second-hand smoke attributable DALYs per 100'000 capita,EN
W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling,EN
W26_plainSPACEpackaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN
TB_c_notified,Total number of notified TB cases,EN
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,EN
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,EN
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),EN
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",EN
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),EN
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),EN
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),EN
TB_new_snuoth,TB new snuoth,EN
TB_ret_oth,Retreatment cases: other,EN
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",EN
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),EN
W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging,EN
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,EN
W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations,EN
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,EN
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,EN
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,EN
stunt3,Stunting prevalence in children aged < 3 years (%),EN
stunt5,Stunting prevalence in children aged < 5 years (%),EN
TB_1,Tuberculosis treatment coverage,EN
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),EN
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),EN
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),EN
TB_c_mdr_tx,Cases started on MDR-TB treatment,EN
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,EN
TB_c_newinc,Tuberculosis - new and relapse cases,EN
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),EN
